Gene	1-NX-7-D3	2-JYP-5-D3	2-JYP-7-D3	2-JYP-8-D3	3-zhang-1-D3	4-zhou-2-D3	1-NX-2-D3	3-zhang-7-D3	4-zhou-1-D3	5-li-4-D3	6-zhang-2-D3	7-di-3-D3	8-liu-10-D3	4-zhou-8-D3	5-li-6-D3	5-li-13-D3	6-zhang-6-D3	8-liu-15-D3	9-shi-2-D3	11-yao-2-D3	12-wen-13-D3	13-jin-3-D3	13-jin-7-D3	2-JYP-9-D3	4-zhou-9-D3	6-z-12-D3	7-di-7-D3	8-liu-9-D3	1-NX-4-D3	3-zhang-6-D3	12-wen-6-D3	5-li-1-D3	17-chen-3-D3	14-zhang-5-D3	15-zhou-11-D3	18-xu-11-D3	19-lu-10-D3	20-li-5-D3	20-li-11-D3	21-lu-11-D3	22-wang-4-D3	22-wang-8-D3	24-liu-7-D3	9-shi-10-D3	11-yao-1-D3	13-jin-8-D3	14-zhang-2-D3	15-zhou-3-D3	18-xu-10-D3	22-wang-9-D3	26-qi-8-D3	28-sun-4-D3	29-li-5-D3	16-zheng-7-D3	19-lu-6-D3	21-lu-10-D3	23-cai-8-D3	24-liu-5-D3	25-qin-2-D3	26-qi-6-D3	26-qi-7-D3	28-sun-3-D3	29-li-8-D3	30-xiang-6-D3	30-xiang-7-D3	30-xiang-8-D3	32-wang-7-D3	35-xie-7-D3	35-xie-4-D3	36-qi-1-D3	38-dong-14-D3	41-zhou-8-D3	43-feng-10-D3	35-xie-9-D3	36-qi-7-D3	36-qi-8-D3	36-qi-18-D3	37-liao-2-D3	38-dong-10-D3	38-dong-13-D3	40-lin-12-D3	40-lin-15-D3	41-zhou-1-D3	27-lin-7-D3	30-xiang-11-D3	31-wu-6-D3	32-wang-1-D3	37-liao-5-D3	46-li-3-D3	49-xu-2-D3	58-chen-6-D3	20-li-8-D3	44-huang-4-D3	42-xu-7-D3	42-xu-17-D3	43-feng-13-D3	46-li-5-D3	48-shen-5-D3	48-shen-8-D3	48-shen-9-D3	49-xu-9-D3	51-gao-3-D3	51-gao-6-D3	39-wu-8-D3	40-lin-9-D3	42-xu-16-D3	45-cheng-1-D3	47-nian-7-D3	50-lai-9-D3	51-gao-5-D3	53-lang-6-D3	54-li-3-D3	55-xu-8-D3	52-wu-6-D3	52-wu-11-D3	53-lang-16-D3	58-chen-7-D3	57-zhao-2-D3	59-meng-3-D3
EPB41L1	6.57	0	0	0	16.89	0	0	0	0	0	0	0.05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.92	0	0	0	0	0	0	82.15	10.53	0	0	15.87	408.97	1.74	0	0	0	0	0	0	0	20.4	0	0	0	2.11	0	0	6.08	0	7.22	0	7.63	0	0.92	10.37	0	0	68.46	0	854.07	0	0	0	0	0	0	0	0	0	44.69	0	3.52	0	0	583.64	109.36	1.3	0	0	0	0	0	10.54	5.49	166.53	2.94	5.05	81.49	0	0	0	0	15.18	87.35	0	0	33.99	0	0	33.57	0	0	0	0	78.84	0	0	7.37	0	0	58.2	0
EPGN	0	0	11.8	6.46	0	13.63	18.76	17.44	0	0.89	0	0	0	73.12	0	6.39	7.98	0	0	35.21	0	20.75	0.03	0	11.76	18.68	4.67	1.84	0	14.52	0.39	10.49	6.33	0	0	0	0	0	1	0	0	0	0	0.78	0	0	0	0	5.61	0	2.89	7.06	7.71	9.42	1.04	2.91	3.7	0	0	0	0	0	0	0	9.25	0	0	3.71	0	68.03	22.91	13.79	0	15.89	0	0	1.48	0	0	0	0	0	0	0	0	0	26.22	3.85	16.76	9.26	4.09	0.44	16.42	2.79	0	0	0	0	0.92	0	3.38	0	8.41	3.48	10.11	3.51	0	0	0	0	0	0	0	0	33.33	0	0	0	0
EPHA10	0	0	4.25	0	0	0	0	2.11	0	0	61.87	0	0	0	0	0	0	0	0	0	0	132.08	0	0	0	0	0	0	0	0	0	0	0	1.5	3.69	0	0	0	2.2	35.78	2.93	0	0	143.64	0	0	0	2.56	0	0	0	0	0	0	0	0	0	0	0	4.84	0	3.76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43.03	0	8.17	0	0	0	7.26	0	0	0	0	0	0	8.98	0	0	0	0	0	0	0	0	1	0	0	0	20.14	23.31	0	3.39	0	14.43	0	2.78	9.79	383.87	4.86	0
EPHA2	0	0	18.46	0	0	0	0	0	0	0	0	0	0	0	24.76	0	2.85	0	0	140.49	0	0	0	0	0	0	2.84	0	0	0	4.27	0	0	43.67	0	0	0	3.13	0.85	0	1.29	0	1.68	4.67	0	0	0	0	0	2.48	0	0	4.38	0	0	0	4.99	116.81	56.2	2.32	2.63	0	0	0	0	0	0	0	0	63.98	0	0	0	0	0	0	21.41	0	0	0	0	27.94	133.67	16.38	0	0	0	0	0	3.41	0	0	0	0	0	0	0	0	0	1.14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.09	10.56	3.23	0
EPRS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111.02	0.77	0	0	0	0	66.08	0	0	33.87	1.23	0	0	0	13.41	0	0.15	0	0	0	0	0	0	0	83.86	0	1.01	0	0	0	2.68	0	0	0	0	0.46	68.2	0	0	0	0	0	0	0	111.97	0	0	0	3.31	0	0	4.44	0	0	0	0	0	0	0	22.03	0	0	0	0	0	3.99	0	0	0	24.17	0	0	29.33	0	0	2.75	0	0	0	0	0	2.3	2.05	72.04	26.65	0	0	28.31	0	0	0	5.53	0	40.76	0
ERGIC1	0	0	0	0	5.16	0	3.24	0	0	0	0	0	0	0	0	0	0.94	0	0	0	0	0	0	0	0	0	0	0	0	11.04	0.12	0	0	37.47	4.46	0	8.21	0	21.52	2.6	0.23	4.01	0	19.52	0	0	9.77	9.26	4.5	14.35	93.76	0.44	0	0	1.57	0	9.13	2.15	14.1	0	20.87	10.8	0	438.52	0	0	0	0	0	0	0	0	0	13.66	0	0	33.05	0	0	0	0	93.88	0	0	0	0	0	0	0	0	3.17	0.09	0	0	29.43	23.01	0	0	0	1.97	0	0	93.51	0	0	0	0	7.48	0	7.86	0	0.24	0	0	0	0	0	7.29	0
ERI3	37.24	0	0	14.67	0	0	59.57	40.54	0	7.75	0	7.18	19.67	0	0	0	11.01	0	0	0	0	0	0	0	15.14	0	16.32	1.04	86.5	0	0	177.78	5.14	0	15.98	0	0	0	62.87	0	4.81	0	0	0	25.06	0	70.53	0	7.56	12.46	0	0	0	0.47	0	0	13.38	0	0	0	0	0	0	30.8	0	0	0	25.46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.61	0	17.51	0	9.12	0	0	0	0	0	0	0	27.2	0	0	0	0	0	0	0	0	0	0	0	0	0	57.76	0	0	205.67	11.94	0	0	12.47	0	1.18	0
ESR1	0	63.44	0	0	134.7	0	0	0	0	0	0	212.24	0	95.18	0	0	414.82	1585.16	0	0	0	101.35	0	0	0	0	0	0	0	0	0.61	0	0	0	0	0	1979.67	0	0	0	53.38	0	0	0	2207.12	0	512.13	0	655.09	1.08	0	0	43.23	263.09	12.38	0	0	9.84	775.67	0	9.88	7.62	23.02	7934.46	0	0	0	0	13549.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42.04	29.34	0	550.78	1.57	18.26	1390.75	0	0	2.36	0	0	37.29	0	0	313.34	0	18.73	0	0	0	0	0	0	0
ETV3	0	0	0	14.81	8.72	0	18.74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6	0	0	0	0	0	0	0	17.29	0	0	0	0	0	0	0	0	0	0	0	0	1.36	0	0	33.5	1.42	0	0	0	20.86	0	0	0.82	0	0	33.93	15.17	0	0	0	0	0	0	0	0	0	0	30.39	0	0	71.54	0	0	0	0	0	0	0	11.95	0	0	0	12.78	0	0	0	0	0	2.92	0	0	14.18	9.11	0	0	0	0	1.93	0	1.55	82.45	1.23	0	0	29.62	24.04	0	30.75	1.12	17.24	0	0	0	16.66	0	0.6	8.09
EXD3	0	0	0	0	0	0	0	0	0	0	1.76	0	4.23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.6	0	0	0.44	0	0	0	0	9.75	0	0	0	49.69	0	0	0	13.33	0	13.04	0	0	0	0	0	0	0	5.15	1.89	0	0	85.8	96.26	78.15	0	0	0	0	0	0	0	12.76	0	0	0	0	0	65.14	0	0	0	0	41.18	0	0	0	0	11.74	0	0	0	0	6.01	6.23	0	74.86	0	9.66	0	0	0	0	0	0	3.59	0	17.53	0	0	40.16	0	0	0.91	5.67	29.18	75.86	0	0	0	0
EXT1	0	0	0	0	1.66	1	0	0	3.07	0	0	8.64	0	0	0	0	0	0	0	0	0	0	2.08	18.06	0	0	0	0	0	0	0	0	0.89	126.63	4.32	1.94	152.66	8.95	96.35	41.22	3.25	0	0.27	0	0	0	4.94	5.55	2.21	0	0.49	1.04	0	0	5.47	0	2.59	0	0.79	0	16.54	43.84	24.28	0	55.37	7.06	0	273.62	0	0	0	0	0	3.98	0	0	153.06	43.72	1.27	0	0	40.18	0	22.7	0	0	0	0	0	20.14	0.7	6.01	0	0	32.77	0.16	0.23	0	0.64	0	0	0	1.05	0	0.75	17.93	20.23	14.74	12.21	0	6.75	23.52	21.14	42.47	3.85	3.1	3.8	2.02	29.78
FAM110C	0	0	0	0	2.34	0	0	3.71	0	2.05	0.68	0	0	0	0	0	0	2.78	0	0	0	2.55	0	0	0.66	1.55	12.59	0	0	0	0	0	0	0	0.56	0	0	2.96	0.64	2.07	1.45	0	0	23.99	0	0	0	0	0	2.55	3.32	0	0	1.63	0	0	41.33	0	0	0	0.8	0	4.02	0	0	0	0	0	0	5.76	0	0	0	0	0	0	3.33	0	0	0	11.9	0	0	0	124.48	0	0	0	0	0	23.43	0	16.14	0	1.02	0	0	0	3.59	2.23	0.39	0	0	0	0	0	1.04	0	0	0	0	5.06	0	0	0	0	0	16.42	26.14
FAM131A	0	0	20.63	0	0	0	0	0	0	0.95	0	0	0	0	0	2.49	0	0	0	7.91	0	0	0	0	0	0	0	0	0	0	0	0	12.78	0	0	0	0	0	0	0	0	0	0	3.35	0	0	0	0	1.64	0	0	97.12	0	44.57	123.88	0	19.45	32.72	0	0	3.66	1.42	1.21	0	0	0	0	41.05	0	0	0	0	0	0	0	0	0	0	0	15.17	0	0	0	367.36	0	0	0	1.39	7.87	17.02	121.03	1.73	10.79	0	0.83	0	34.49	0	8.59	0	0	26.85	0	0	0	0	20.99	0	0	112.38	0	0	74	0	42.58	4.69	0	4.05	4.54
FAM178B	11.86	1.18	4.46	9.75	3.45	0	5.43	4.13	0	0.49	0	0	0	0	0	0	0.78	3.21	16.63	5.23	0	0	8.25	0	0	6.6	0	0	0	0	0	0	0	0.66	0	0	0	4.96	0	0	7.4	15	0	0.64	0	0	5.37	0	0	0	1.51	0	0.45	2.82	3.71	4.41	0	0.59	0.04	21.77	1.32	1.96	5.08	28.71	8.06	0	0	8.82	0	0	0.12	0	0	41.59	17.6	0	0	0	6.28	15.58	27.61	0	0	0	0	0	0	0	2.05	3.39	0	0	0	9.79	7.75	7.01	0	0	0	22.08	0	0	0	0	0	0	4.8	2.1	0	0	2.77	0	15.01	0	0	0	12.48	0	0
FAM184B	0	0	2.45	4.94	2.1	0	4.54	0	0.57	1.6	0	1.95	0	0	2.45	0	2.33	0.87	0	5.42	0	0	0	0	2.14	0	0.41	1.39	2.12	0	0	1.25	4.96	0	0.96	0	3.76	2.11	0	0	0.67	0	0	0.26	3.46	0	0	0	0	0	0	0.82	0	0.4	9.43	2.22	3.32	0	0	0.58	0	0	0.5	0	0	0	9.36	4.78	10.75	274.61	0	3.01	0	0	0	0	0	0	0	0	0	0	0	2.57	6.45	0	1.61	1.44	0	0	0	0	1.12	0	0	0	0	0	0	0	0	0	2.12	1.05	1.54	0	0	0	2.1	0	0	0	2.92	0	0	0	0	0	6.22
FAM83F	0	0	0	0	0.61	0	0	0	0	0	0	0	0.41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.91	0	0.26	0	0	0	0.33	0	1.77	7.68	0	0	0.31	0.53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.28	10.89	0	0	0	0.74	4.24	0	0	0	9.59	0	0	0	1.08	0.35	0	0	0.87	0	0	0	0	0	0	0	0.31	2.73	0	0.05	0.24	3.01	0	6.58	2.44	0.26	0	0.37	0	0	1.06	17.69	5.63
FAT2	0	0	0	0	0	0.58	0	0.63	0	2.37	0	0	0	0	0	0	0	0	0	0	0	0	0	13.74	0	0	0	0	0	0	0	0.43	3.54	0	0	1.27	0	0	0	0	1.91	0	0	0.42	0	0	2.66	1.69	0	0	0.37	0	1.46	0	0.32	0	0	0	0	0	0	1.18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.92	0	2.44	0	0	0	0	0	0	4.8	0	0	3.39	0	0	0	0	0	0	4.21	0	40.38	3.61	0	0	5.18	0	6.55	3.26	0	0	2.9	5.48	0	0	4.79	8.75	0
FCGR2A	0	0	0	0	0	0	0	0	0	39.68	0	0	0	0	0	0	0	0.01	0	0	0	2.58	0	0	0	15.69	0	0	0	0	0	0	0	0.83	0	0	0	0	0	0	0	0	5.25	0	0	0	10.02	0	10.32	0	2.96	0	66.46	303.36	10.62	0	361.88	14.11	0	7.27	0	0	9.6	0	0	0	0	0	234.05	0	1070.3	12.08	170.62	0	0	0	0	0	0	134.05	124.93	0	0	0	0	0	53.32	2.62	38.58	0	129.8	0	0	9.08	0	0	0	17.57	0	0	0	0	0	3.98	0	0	396.01	0	0	0	4.67	0	0	8.64	6.57	0	48.02	111.25	0
FCSK	0	0	0	0	0	2.76	0	0	0	0	0	0	1.78	0	84.64	0	0	0	0	0	0	0	0	3.39	21.64	0	0	0	0	0	0	0	0	0.65	0	0	3.17	24.03	10.5	2.1	19.39	0	0	0	0.28	0	0	0	0	0	1.01	0	0	0	0	0	0	0	0	0	0.77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22.56	0	0	0	6.64	0	123.98	0	0	0	0	7.83	0	0	0	1.99	0	0	0	0	0	0	5.35	1.93	30.71	1.69	7.69	0	0	0	4.61	0	0	0	0	242.35	0	0	6.46	0	0	29.34	0
FFAR4	5.59	0	34.08	5.35	8.94	33.37	35.36	17.17	0	3.65	5.48	0	11.93	53.35	11.23	33.31	1.47	0	0	14.51	0	0	9.36	8.89	17.56	10.49	37.79	18.54	42.8	0	17.3	20.11	18.18	1.85	0	6.15	0	9.96	1.99	0	0	0	0	0	0	0	10.36	3.99	13.44	9.4	17.79	9.32	9.57	2.03	3.84	4.12	2.46	0.32	1.75	0	0.9	0	0	0	0	0	8.1	0	0	0	0	7.77	0	0	0	0	1.41	0	0	0	0	0	0	0	0	0	1.74	2.79	0.38	5.61	12.31	9.1	24.17	0	0	0	0	0	3.07	15.19	0	0	8	3.3	6.97	0	0	2.48	0	0	0	0	0	0	0	4.62	0	0	235.98
FGF9	0	1.32	0	0	0	7.97	1.09	0	0	1.82	3.72	0	5.14	0	0	0	0	0	11.59	2.79	0	0	0	0	0	0	0	1.17	4.93	0	0.76	0	0.78	0	0	0	0	0	0.73	0	0	0	0	0	0	0	0	0	2.86	0	0	1.28	4.34	0	0	0	0.23	2.86	1.45	0	1.04	0.14	0	11.41	0	6.31	0	6.5	3.55	15.44	24.56	38.59	0	0	0	0	0	0	0	0	12.68	0.38	0	0	0	0	0	13.88	2.7	2.82	0.44	0.42	0	0	0	0	0	0	0	0	0	0	0	1.29	1.43	0	0	0.17	0	0	0	0	0	0.36	0.78	0	0	0	0
FIRRE	0	0	0	0	2.3	0	24.55	79.57	0	5.19	169.81	0	93.94	0	0	0	0	0	0	0	0	0	30.69	0	0	0	0	0	0	0	0	65.19	4.17	0	0	0	0	17.81	16.45	11.86	29.72	11.92	0	79.48	0	0	34.43	6.71	40.7	0	0	46.81	6.39	0	0	0	0	115.58	2.4	13.82	11.64	26.07	3.92	0	213.72	0	198.2	0	0	0	0	0	0	46.02	0	0	47.35	0	0	0	72.34	87.67	52.51	0	0	0	8.61	0	7.81	8.76	20.59	97.72	0	35.1	0	75.77	0	0	0	18.43	0	0	0	0	0	31.98	17.24	59.22	21.23	0	18.99	0	55.67	32.49	8.76	26.34	0	4.53	3.78
FKBPL	12.4	18.86	23	38.79	0	0	19.28	9.31	76.85	1.26	0	71.74	16.38	0	25.67	0	0	31.23	20.18	0	0	31.46	0	18.27	0	0	0	13.52	0	0	0	5.35	0	2	5.22	6.59	0	0	0	0	3.85	0	0	0	0	50.31	0	19.02	0	14.69	34.05	7.06	4.42	25.1	5.97	11.94	0	0	1.48	0	0.78	7.79	4.91	0	0	0	0	0	0	0	0	0	0	30.48	0	0	8.68	0	0	0	0	0	0	7.86	0	0	0	19.06	22.8	23.21	0	29.88	7.94	0	21.56	22.56	0	0	9.02	10.55	0	0	0	3.88	0	9.54	4.86	5.87	0	0	0	2.36	0	0	0	0	0	6.07	0
FLII	0	0	3.44	0	0	0	0	0	0	16.37	0	0	6.97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.74	0	0	0	113.7	346.13	3.14	24.42	3.03	23.1	111.25	34.34	11.11	0	48.07	41.52	0	1.77	4.39	0	0	46.28	0	29.01	0	10.57	0	28.6	18.66	236.3	7.01	68.24	378.61	309.75	212.26	0	12.15	0	0	0	0	0	0	0	112.92	0	0	423.06	110.16	280.54	11.74	0	117.17	89.94	456.5	3.93	0	404.14	0	0	0	2.22	124.16	5.21	0	1.76	287.46	0	15.72	0	0	127.31	0	232.76	469.53	0	0	13.26	21.75	0	154.65	24.35	83.62	30	0	8.78	343.54	70.57	25.21	19.32	0
FLNC	0	19.11	0	1.27	0	0	0	0	0	0	0	1.51	0	0	4.95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08	0	0	2.49	132.19	6.25	0.94	1.25	5.01	85.09	2.36	0	1.18	5.92	0.19	0	0	3.28	0	0	0.83	0.93	18.67	18.45	1.62	0.22	3.9	0	1.43	1.26	7.95	11	36.39	14.48	0	0	0	0	0	15.4	0	0	0	0	81.95	0	0	56.21	9.95	0	0	0	133.65	0	6.45	0	0	0.12	0.82	0	9.58	0	4.91	50.97	0.24	11.71	0.3	0	0	0.62	0	1.8	0.82	0.38	0	0.83	0	0.68	2.14	23.55	0	0.24	3.96	3.65	0	1.26	7.97	0	2.78	0
FOXO1	0	0	0	0	0	1.57	0	0	0	0	0	0	0.21	8.62	1.03	3.11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.13	0	0	2.69	0	0	2.2	0	0	1.27	3.08	0	1.06	0.27	0	0	8.55	2.33	7.05	11.43	1.18	0	0	1.9	0.81	0	0	0.27	0	0	3.15	0.75	64.74	19.52	2.48	14.22	0	0	0	0	26.31	11.1	4.81	0	12.83	0	0	0	0	0	0	0	0	10.45	0	0	10.94	5.56	6.68	1.65	4.66	1.42	0	0	2.51	0	5.89	0	5.99	0.72	0	0	0	2.1	4.7	1.42	20.48	0	0	14.58	3.87	6.38	1.25	0	5.28	2.52	0	0	0
FOXP2	0	2.29	3.22	3	3.59	4.02	0.64	3.21	2.56	3.38	7.43	3.38	3.76	0	4.59	1.83	3.42	1.88	0.41	6.74	0	2.11	0	6.45	0	0	0.96	2.05	59.88	0	0	7.97	0.35	0.27	0	0	0	5	0	1.26	0	0	0	0.22	3.16	1.43	16.3	4.39	12.28	2.78	1.16	35.27	2.28	4.12	2.98	3.04	2.09	2.12	4.71	1.25	1.9	0.59	0	0	0	10.5	0	2	11.42	0.54	3.66	0	0	5.37	0	0	24.9	0	0	0	0	0	0	39.74	0	12.76	8.61	6.22	3.06	13.38	1.56	16.07	4.98	0.66	0	37.47	0	0	0	1.47	4.46	0	1.7	3.12	10.31	1.61	0	0	0	1.6	0	0	4.51	0.7	0	7.64	0	5.29	0
FRMD4A	0	0	0	0	0	85.07	0	10.61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.25	0	0	0	0	0	0	0	0	0	0	0	1.44	0	0	0	9.9	0	23.41	0	0	0	0	0	0	0	0	0	0	0	25.68	0	0.35	0	0	0.4	3.41	9.85	0	0	8.92	0	0	0	0	0	0	0	5.85	0	0	0	90.14	0	180.43	0	0	0	288.87	0	0	0.15	0	0	4.93	0	0	1.56	0	4.11	0	4.95	0	2.58	0	0	0	16.11	13.23	0	0	23.38	0	0	21.11	0	0	0	36.2	6.49	0	20.09	0	135.19	70.65	0	0
FRMPD1	14.56	95.44	0	0	0	0	0	0	0	0	0	0	0	22.55	106.96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.47	0	0.12	0	0	0	0	32.94	0	0	0	0	32.84	0	0	0	3.29	0	0	0	118.42	0	0	0	0	0	0.61	0	0	0	136.51	16.11	17.74	68.68	0	0	0	126.11	0	3.57	0	0	0	124.78	0	0	0	0	0	0	76.73	0	0	0	12.82	69.96	0	45.98	0	22.19	17.46	0	0	50.99	0	0	9.02	33.73	0	0	0	0	0	280.6	0	0	29.12	0	0	1.35	19.12	0	0	153.24	0	48.79	0	0
GABRG3	0	0	2.25	0	0	21.13	0	0	0	0	0	2.27	1.36	0	0	0	0	0	0	0	0	0	0	0	1.19	0	0	0.76	1.41	0	0	1.19	0.46	0	0	0	0	1.84	0.36	0	0.53	0	8.25	0.72	18.42	0	0	0.94	0	2.48	0.93	0.4	0	0	0	0	0.64	18.34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.95	0.73	0	0.43	0	0	0	0	0	0	0.2	0	0	0	0	0.04	0	0	0	0	0	0	0	1.19	69.5	2.9	0.63	0	0	0	0	0.68
GADD45B	0	0	0	0.34	0	0	0	95.78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	351.28	0	0	0	0	242.49	0	0	0	0	19.07	0	0	38.09	0	0	0	0	7.76	7.74	0	0	0	5.86	838.79	0	79.4	211.17	2.18	53.26	0	536.4	0	0	0	0	0	0	0	144.94	88.97	0	0	225.71	0	0	3196.57	56.34	60.02	212.05	62.59	0	288.02	0	0	0	0	34.06	65.97	0	0	0	0	0	0	0	20.85	13.8	127.62	0	0	9.14	0	49.54	43.65	0	0	8.03	0	0	5.56	0	43.98	70.95	85.43	43.63
GALM	0	0	0	7.51	139.52	35.64	0	0	0.98	1.79	0	0	0	0	0	0	14.14	160.93	0	0	0	20.22	0	6.12	0	0	0	7.09	0	0	0	0	0	9.79	0	0	0	0	1.92	0	0	7.58	0	1.95	0	0	14.58	0	0	0	4.92	0	27.21	4.05	0	0	3.33	0	7.71	5.94	0	11.82	11.91	0	0	0	0	0	15.68	0	0	0	0	0	0	0	0	0	0	0	0	17.16	0	0	0	0	5.15	20.64	0	0	0	0	0	11.46	0	11.32	0	6.52	22.94	6.15	16.26	0	2.24	0	11.07	3.22	3.03	10.19	0	0	11.85	0	4.77	0	0	2.35	0	4.65	0
GALNT1	0	1.18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.87	0	0	0	0	0	0	5.62	0	0	0	0	0	0	0	5.19	2.23	0.7	12.12	2.13	0	1.49	13.67	0	0	0	0	60.58	0	0	0	26.76	1.59	0	2.74	0	0	0	60.9	0	0	0	0	0	0	0	0	0	0	0	133.8	0	0	0	0	0	0	0	0	1048.06	0	0	0	29.75	8.05	0	54.11	0	0	0	0	0	0	0	0	0	0	7.57	0	0	0	0	0	0	6.07	240.83	0	0	0	0	10.23	166.93	5.44
GAN	0	11.18	0	0	0	0	0	7.27	0	0	0	16.24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.64	0	0	0	0	0.44	0	0.36	0	35.26	1.1	0	0	0	0	3.18	0.9	0.29	10.67	7.47	0.65	0	0.54	4.1	42.4	0.54	0	1.41	0	0.5	0	0	0	3.01	0	0	0	0	5.61	26.45	0	6.95	0	7.13	0	0	0	0	0	9.56	0	0	0	0	0	0	8.08	0.8	0	0	0	9.59	0	0.94	0	0	0.2	0	0	0	0	0	0	0	0	1.23	11.03	5.71	0.15	0	0.37	0	0	2.7	8.81	47.9
GART	0	0	0	0	0	37.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.18	0	33.49	427.16	0	122.49	0	447.61	0	0	0.52	0	0	0	0	7.43	0	0	14.18	0	0.36	0	9.72	10.2	0	0	0	0	0	0	0	680.82	92.14	0	0	0	0	0	0	0	0	0	0	16.91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.21	3.49	0	0	0	5.78	0	2.7	0	0	0	0	0	0	0	0	47.71	0	10.37	13.24	74.52	2.59	0	3.96	77.73	0
GASAL1	0	3.38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61.45	0	8.21	3.74	0	0	0	0	0	3.77	17.11	4.01	0	0	65.7	15.54	0	0	0	0	20.29	1545.43	5.03	1.85	7.15	8.19	0	0	0	0	0	0	0	0	0	0	27.87	94.99	9.33	2.9	2.3	0	26.14	0	0	0	0	1.98	36.71	8.22	0	12.48	5.38	1.29	0	0	0	0	9.25	11.81	0.97	2.35	304.01	13.28	2.92	0	0	2.06	7.19	0	0	0	0	0	3.35	26.12	415.26	20.96	32	17.71	6.73	77.89
GASK1B	0	0	0	0	4.18	2.49	0.91	1.97	0	0	0	0	27.76	5.52	0	0	0	0	0	93.34	0	0	0	0	0	0	0	0	0	0	0	0	7.22	111.53	0	0	0	0	55.53	8.48	0	0	0	0	22.11	0	0	0	2.15	0	0	21.11	0	0	9.35	0	0	0	0	0.52	237.41	12.14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	253.13	0	0	0	0	2.14	0	0	0	0	0	0	0	0	0	1.18	0	0	321.34	0	0	0	0	0	0	23.76	0	0	0	0	0	5.46	18.79	5.95	0	56.23	0	0	33.49	245.29	3.83	0	0
GATA3	0	7.57	1.32	4.45	0	27.47	0.52	11	0	7.45	0	28.81	3.55	26.47	17.93	4.54	0	0	0	2.55	0	8.28	0	7.15	0	0	1.88	0	13.09	0	27.14	0	1.72	0	0	11.46	0	0	0	0	0.48	0	0	0	0	18.7	16.87	0	7.51	0	160.9	0	0	2.96	0	0	0	36.47	8.72	0	1.01	0	2.43	0	0	0	0	11.67	0	0	6.71	0	0	0	37.58	0	0	0	0	0	0	0	0	0	0	0	22.49	0	13.41	6.57	112.45	5.87	4.56	0	13.78	26.53	0	0	6.24	0	0	0	0	0	0	0	0	0	0	0	15.21	0	34.44	0	8.13	0	0	0	0
GATA4	322.96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.46	0	0	194.27	0	2.21	0	0	5.3	0	0	0	0	0	32.19	2.28	3.31	0	0	10.98	0	0	0	0	0	0	0	0	0	5.72	1.28	1.65	0	18.14	0	2.14	0	0	0	26.5	0	3.46	204.2	9.97	0	0	0	0	0	0	0	0	0	0	0	0	0	1.54	0	0	0	0	116.52	0	38.82	0	0	0	0	0	0	0	5.25	0	54.48	101.46	0	0	0	0	0	55.55	3.33	0	0	2.05	0	0	0	17.97	0	3.3	1.79	0	0	0	189.03	0	1.24	0
